"source_path","source_sha256","source_revision","function_name","classification","matlab_signature","matlab_arguments","optional_arguments","default_arguments","output_arity","variable_output_arity","output_arity_semantics","output_names","output_semantics","documentation_url","author_annotation","declared_dependencies","unresolved_declared_dependencies","inferred_dependencies","upstream_calls","external_toolboxes","sparse_support","sparse_primitives","densification","direct_rng_calls","uses_global_rng_via","random_behavior","mathematical_category","proposed_julia_name","proposed_julia_signature","compatibility_alias","implementation_status","test_status","documentation_status","benchmark_status","license_provenance_status","review_status","review_notes","known_numerical_or_semantic_ambiguities","line_count"
"helpers/poly_rand_input.m","3dcf8b78f17b45a17431f3ac8a34f326be7aa5e4351e20969e5225686fe7a2ff","d8589610f00cff106537268dee2e2a1153f3a601","poly_rand_input","internal","function px = poly_rand_input(p,n,si)","p;n;si","","","1","false","exactly_1_outputs","px","Evaluates a homogeneous polynomial on a random input from the unit sphere","http://www.qetlab.com/poly_rand_input","Nathaniel Johnston (nathaniel@njohnston.ca)","","","","","","not_declared","","none_detected","randn","","implicit_matlab_global_rng_direct:randn","internal_helper","poly_rand_input","poly_rand_input(p, n, si)","","internal_helper_superseded_by_explicit_rng_bounded_native_sampling","indirect-parent-explicit-rng-determinism-target-skip-and-budget-tests-pass","parent-public-rng-and-exact-sample-contract-documented_helper-not-exposed","parent-quick-smoke-case-added-pending-central-run","qetlab-bsd-2-clause-license-verified","source_reviewed_internal_2026_07_29","polynomial_bounds samples unit-sphere points directly from its mandatory rng::AbstractRNG under exact sample and deterministic work budgets; no public helper is needed.","implicit MATLAB global RNG; Julia API must accept an explicit rng","28"
"helpers/pure_to_mixed.m","7af5bd29cb102a072f8f3c02f23aa91a6c9ad9e6c688de2be21cc47f9a8de927","d8589610f00cff106537268dee2e2a1153f3a601","pure_to_mixed","internal","function rho = pure_to_mixed(phi)","phi","","","1","false","exactly_1_outputs","rho","Converts a state vector or density matrix representation of a state to a density matrix","http://www.qetlab.com/pure_to_mixed","Nathaniel Johnston (nathaniel@njohnston.ca)","","","","","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","internal_helper","pure_to_mixed","pure_to_mixed(phi)","","internal_helper_superseded_by_function_specific_state_dispatch","indirect_parent_local_tests_pass_no_standalone_helper_test","parent_public_api_documented_helper_not_exposed","not_started","qetlab-bsd-2-clause-license-verified","source_reviewed_internal_2026_07_29","Measures and coherence APIs accept vectors and matrices directly and validate normalization, finiteness, positivity, and storage rather than returning unchecked matrices.","","29"
"helpers/sk_iterate.m","4417fb84a7b89397aad7d7bc6c2e858fb468385e0776a9739b0dedd27bbbf4a4","d8589610f00cff106537268dee2e2a1153f3a601","sk_iterate","internal","function [Sk,v] = sk_iterate(X,varargin)","X;varargin","DIM;TOL;V0;K","DIM=has both subsystems of equal dimension;TOL=10^-5;V0=is a randomly-chosen vector;K=1","2","false","exactly_2_outputs","Sk;v","Computes a lower bound of the S(k)-norm of an operator","http://www.qetlab.com/sk_iterate","Nathaniel Johnston (nathaniel@njohnston.ca)","iden;MaxEntangled;normalize_cols;opt_args;PermuteSystems;SchmidtDecomposition;SchmidtRank;sporth;Swap","","MaxEntangled;normalize_cols;opt_args;pad_array;SchmidtDecomposition;SchmidtRank;Swap","iden;MaxEntangled;normalize_cols;opt_args;pad_array;PermuteSystems;SchmidtDecomposition;SchmidtRank;sporth;Swap","","explicit","speye","none_detected","randn","","implicit_matlab_global_rng_direct:randn","internal_helper","sk_iterate","sk_iterate(x; dim=…, tol=…, v0=…, k=…)","","internal_helper_superseded_by_explicit_rng_bounded_sk_projected_search","parent-explicit-rng-reproducibility-no-global-mutation_restart-iteration-work-limit-and-julia-1.10-tests-pass","parent-sk-norm-guide-documents-explicit-rng-bounded-search_helper-not-public","indirect_parent_local_quick_bounded-smoke-recorded","qetlab-bsd-2-clause-license-verified","source_reviewed_internal_terminal_2026_07_30","No standalone compatibility alias is exported; the parent SkOperatorNorm and IsBlockPositive APIs retain all search accounting and inconclusive semantics.;The private Julia projected search requires an explicit RNG, deterministic restart and iteration counts, checked work budgets, and returns only validated lower-witness evidence.","implicit MATLAB global RNG; Julia API must accept an explicit rng;MATLAB varargin/default semantics require manual review","145"
"helpers/spnull.m","c929435742fde557f72ab61033ecbe493d0f5d5ecf0e8d7f930489b78175dbe1","d8589610f00cff106537268dee2e2a1153f3a601","spnull","internal","function Z = spnull(S, varargin)","S;varargin","","","1","false","exactly_1_outputs","Z","returns a sparse orthonormal basis for the null space of S, that is,","","","","","","","","explicit","issparse","explicit_full_call","","","deterministic_no_direct_or_transitive_rng_calls_detected","internal_helper","spnull","spnull(s)","","internal_helper_superseded_by_commutant_specific_bounded_dense_svd","indirect_commutant_nullspace_residual_orthonormality_sparse-policy_and-budget-tests-pass","parent_public_api_documented_helper_not_exposed_and_separate_attribution_preserved","indirect_parent_local_quick_smoke_recorded","qetlab-bsd-2-clause-license-verified","source_reviewed_internal_2026_07_29","No standalone spnull API is exported; commutant uses a caller-specific bounded dense SVD with explicit sparse-to-dense permission.;The source header and PROVENANCE entry preserve Bruno Luong's separate BSD-2-Clause attribution for the bundled helper.","calls full(...); densification conditions and size limits require review;MATLAB varargin/default semantics require manual review;no upstream documentation URL annotation found","43"
"helpers/sporth.m","ff592703d6f06ced3fdaee13677ad4a0b3743720dacd98fbe65f4de29e1ac3cd","d8589610f00cff106537268dee2e2a1153f3a601","sporth","internal","function [Q r] = sporth(S,varargin)","S;varargin","","","2","false","exactly_2_outputs","Q;r","returns an (sparse) orthonormal basis for the range of S.","","","","","","","","explicit","issparse","explicit_full_call","","","deterministic_no_direct_or_transitive_rng_calls_detected","internal_helper","sporth","sporth(s)","","internal_helper_superseded_by_caller_specific_factorizations","indirect_parent_local_tests_pass_no_standalone_helper_test","parent_public_api_documented_helper_not_exposed","indirect_local_quick_smoke_recorded","qetlab-bsd-2-clause-license-verified","source_reviewed_internal_2026_07_29","Preserve the separate Bruno Luong attribution if any source-derived implementation is later ported.;Reviewed paths use caller-specific QR, SVD, or rank logic with explicit tolerances rather than a standalone sparse orthogonalizer.","behavior depends on MATLAB input/output arity;calls full(...); densification conditions and size limits require review;MATLAB varargin/default semantics require manual review;no upstream documentation URL annotation found","56"
"helpers/sum_vector.m","69ff6b375f44744ccec99cbc5a824c68f8f2a03779ebbbbba23ed7d2cf95f85d","d8589610f00cff106537268dee2e2a1153f3a601","sum_vector","internal","function slist = sum_vector(sm,p)","sm;p","","","1","false","exactly_1_outputs","slist","Creates all non-negative integer vectors with a given sum","http://www.qetlab.com/sum_vector","Nathaniel Johnston (nathaniel@njohnston.ca)","","","","","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","internal_helper","sum_vector","sum_vector(sm, p)","","internal_helper_superseded_by_public_checked_monomial_exponents","public-order-count-exhaustive-and-parent-local-tests-pass_no-standalone-helper-export","public-monomial-ordering-contract-documented_helper-not-exposed","not_applicable_private-enumerator","qetlab-bsd-2-clause-license-verified","source_reviewed_internal_2026_07_29","The public guarded monomial_exponents enumerator now supplies the required weak compositions in the fixed QETLAB order; no separate helper is exposed.","","28"
"helpers/superoperator_dims.m","0381b2e2eab4156ea5895744375f62c25c0db46b9e764f276f14e59b11858b12","d8589610f00cff106537268dee2e2a1153f3a601","superoperator_dims","internal","function [da,db,de] = superoperator_dims(Phi,varargin)","Phi;varargin","ALLOW_RECT;DIM","ALLOW_RECT=1;DIM=[da'","3","false","exactly_3_outputs","da;db;de","Computes the input, output, and environment dimensions of a superoperator","http://www.qetlab.com/superoperator_dims","Nathaniel Johnston (nathaniel@njohnston.ca)","opt_args;sporth","","opt_args;sporth","opt_args;sporth","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","internal_helper","superoperator_dims","superoperator_dims(phi; allow_rect=…, dim=…)","","internal_helper_superseded_by_typed_operator_space_dimensions","covered_by-general-rectangular_two-sided-operator-sum_choi-superoperator-dual-kraus-complement-and-induced-schatten-tests_on-julia-1.12-and-1.10","typed-operator-space_dimension-and-representation-contracts-documented_in-general-maps-and-native-channel-guides_helper-not-exposed","covered_by-parent-general-map-and-induced-schatten_quick-smoke-cases","qetlab-bsd-2-clause-license-verified","source_reviewed_internal_2026_07_29","General-map, dual, application, partial-map, Kraus/complement, and induced-Schatten suites cover the parent call paths on Julia 1.12 and 1.10, so no public helper compatibility binding is required.;OperatorSpaceDimensions and the typed Choi, superoperator, Kraus, and two-sided OperatorSum representations validate general rectangular input/output row and column spaces without exposing the pinned inference helper.","MATLAB varargin/default semantics require manual review","121"
"helpers/symind.m","865c0432cef1b348e338c242108e4dd6ed167201e71f3b2a41b7b4a70b57a89b","d8589610f00cff106537268dee2e2a1153f3a601","symind","internal","function si = symind(d,v)","d;v","","","1","false","exactly_1_outputs","si","Creates all possible non-decreasing integer vectors","http://www.qetlab.com/symind","Nathaniel Johnston (nathaniel@njohnston.ca)","","","","","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","internal_helper","symind","symind(d, v)","","internal_helper_superseded_by_public_checked_monomial_exponents","public-order-count-exhaustive-and-parent-local-tests-pass_no-standalone-helper-export","public-monomial-ordering-contract-documented_helper-not-exposed","not_applicable_private-enumerator","qetlab-bsd-2-clause-license-verified","source_reviewed_internal_2026_07_29","monomial_exponents provides the materialized guarded ordering needed by all three polynomial rows; no public compatibility helper is needed.","","30"
"helpers/symindfind.m","6583f31a148fe7bd5c66309940049dbaf919467a36a3c1004fe5113b706e158e","d8589610f00cff106537268dee2e2a1153f3a601","symindfind","internal","function ind = symindfind(sv,n)","sv;n","","","1","false","exactly_1_outputs","ind","Finds the location of a vector in symind","http://www.qetlab.com/symindfind","Nathaniel Johnston (nathaniel@njohnston.ca)","","","","","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","internal_helper","symindfind","symindfind(sv, n)","","internal_helper_superseded_by_checked_qetlab_monomial_index","private-rank-order-exhaustive-and-parent-local-tests-pass_no-standalone-helper-export","parent-public-ordering-contract-documented_helper-not-exposed","not_applicable_private-combinatorial-helper","qetlab-bsd-2-clause-license-verified","source_reviewed_internal_2026_07_29","The checked private monomial-rank implementation is exhaustively tested against the public exponent order and used by polynomial matrix construction; no public helper is needed.","","23"
"helpers/update_odometer.m","7dafca72b3b505b29cc956c12f9957bbde04c683a295089be73c2176f169cff8","d8589610f00cff106537268dee2e2a1153f3a601","update_odometer","internal","function new_ind = update_odometer(old_ind,upper_lim)","old_ind;upper_lim","","","1","false","exactly_1_outputs","new_ind","Increases a vector subject to limits on how large each entry can be","http://www.qetlab.com/update_odometer","Nathaniel Johnston (nathaniel@njohnston.ca)","","","","","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","internal_helper","update_odometer","update_odometer(old_ind, upper_lim)","","internal_helper_superseded_by_parent_specific_iteration","all-parent-pauli_parallel-repetition-and-nonlocal-multidimensional-iteration_paths-and-resource-tests-pass-on-julia-1.10-and-1.12","parent-specific-iteration-order-and-resource-contracts-documented_helper-not-exposed","covered-by-parent-quick-smoke-declarations","qetlab-bsd-2-clause-license-verified","source_reviewed_internal_terminal_2026_07_30","No shared mutable odometer state or public compatibility helper is required.;Pauli channels, parallel repetition, and BCS/nonlocal conversions now use typed parent-specific Cartesian or digit iteration with checked dimensions and work limits.","","48"
"helpers/vec_partitions.m","13b0fb1f8e468a4f8e041a4610c870632e8e293f40bdf805358c8e88137836ce","d8589610f00cff106537268dee2e2a1153f3a601","vec_partitions","internal","function pt = vec_partitions(v,p,varargin)","v;p;varargin","SZ","SZ=[1,1,...,1]","1","false","exactly_1_outputs","pt","Produces all possible partitions of a vector","http://www.qetlab.com/vec_partitions","Nathaniel Johnston (nathaniel@njohnston.ca)","opt_args","","opt_args","opt_args","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","internal_helper","vec_partitions","vec_partitions(v, p; sz=…)","","internal_helper_superseded_by_private_parent_algorithm","covered_by-146-focused-is_upb-partition-count_witness_resource-and-limit-tests-plus-ten-case-pinned-octave-fixture","private-lazy-parent-algorithm-and-combinatorial-contract-documented-in-is-upb-guide","covered_by_parent_is-upb_quick-smoke-case","qetlab-bsd-2-clause-license-verified","manually_reviewed_internal_wp2_disposition","The materializing recursive helper is not exposed. IsUPB uses a typed private lazy ordered-partition traversal with feasibility pruning and explicit state, partition, work, and dense-allocation bounds.;The solver-backed UPBSepDistinguishable row must retain and validate its own parent-specific partition/optimization contract; it does not require a public or shared vec_partitions compatibility helper.","MATLAB varargin/default semantics require manual review","40"
